address,latitude,longitude,car_type,zoneId,zoneName
경기 하남시 신장동 427-380 GS수퍼마켓 하남점,37.538822,127.206177,2,7444,GS슈퍼마켓 하남점
경기 김포시 풍무동 1060 풍무 푸르지오,37.609261,126.73407,2,7448,김포 풍무푸르지오
경기 용인시 처인구 김량장동 254-1 LG수퍼마켓,37.235741,127.202507,2,7456,GS슈퍼마켓 용인점
경기 용인시 처인구 포곡읍 둔전리 139-10 라데팡스,37.26783,127.219444,2,7457,GS슈퍼마켓 용인포곡점
경기 남양주시 별내동 1095,37.650192,127.113586,2,7507,GS슈퍼마켓 남양주별내점
경기 양주시 송내동 700-1 GS슈퍼마켓,37.888355,127.056305,2,7508,GS슈퍼마켓 동두천점
경기 시흥시 장현동 300,37.379295,126.803291,2,7532,시흥시청
경기 고양시 덕양구 화정동 982 롯데마트 화정점,37.632954,126.831131,2,7540,롯데마트 화정점
경기 화성시 진안동 913,37.215118,127.042854,2,7698,병점 로데오거리
경기 파주시 동패동 1692 교하도서관,37.72366,126.712868,2,7730,파주 교하도서관
경기 안양시 만안구 석수동 110-20 안양 석수 대주파크빌,37.418732,126.910103,2,7750,안양석수 대주파크빌아파트
경기 시흥시 정왕동 1877-5,37.362263,126.734718,2,7795,시화 보성아파트
경기 동두천시 생연동 745-10,37.895561,127.057816,2,7798,롯데하이마트 동두천점
경기 남양주시 화도읍 창현리 456-33,37.650566,127.307907,2,7802,롯데하이마트 마석점
경기 안양시 동안구 비산동 1052-5,37.402729,126.953247,2,7804,롯데하이마트 비산점
경기 수지구 풍덕천동 554-1 하이마트,37.315292,127.08744,2,7809,롯데하이마트 수지점
경기 안산시 단원구 고잔동 556-1,37.320034,126.83271,2,7834,안산시청 앞
경기 의정부시 호원동 산101-1 신한대학교,37.710102,127.046432,2,7837,망월사역 3번출구(신한대학교)
경기 고양시 일산동구 백석동 1313 더루벤스카운티,37.64006,126.78936,2,7927,백석 더루벤스카운티
경기 성남시 분당구 정자동 191 정든마을,37.362171,127.116493,2,7934,정든한진6차아파트
경기 오산시 궐동 683-4,37.15847,127.053543,2,7954,오산궐동 피엔피
경기 수원시 팔달구 우만동 607 수원광교 양우 내안애 애플 아파트,37.279053,127.036858,2,7968,수원우만동 양우 내안애애플
경기 시흥시 신천동 83-65,37.438396,126.792702,2,8061,GS칼텍스 대한(시흥)
경기 고양시 덕양구 토당동 888-5,37.61776,126.824844,2,8064,GS칼텍스 능곡점(고양)
경기 고양시 덕양구 토당동 899-8,37.627239,126.827858,2,8066,GS칼텍스 토당
경기 의정부시 용현동 550-4,37.740299,127.086578,2,8078,GS칼텍스 송산
경기 성남시 중원구 하대원동 117-2,37.428558,127.140503,2,8082,GS칼텍스 하대원
경기 성남시 분당구 야탑동 348,37.411549,127.124161,2,8083,GS칼텍스 분당대일
경기 수원시 팔달구 지동 472-1,37.284142,127.027985,2,8099,GS칼텍스 평화
경기 용인시 처인구 유방동 244-2 GS칼텍스미성주유소,37.261116,127.213081,2,8100,GS칼텍스 미성(용인)
경기 화성시 반월동 536,37.223591,127.062256,2,8104,GS칼텍스 동탄신도시
경기 수원시 팔달구 우만동 489-14,37.286247,127.027596,2,8149,GS칼텍스 대창
경기 김포시 북변동 832 풍년마을영풍아파트,37.624134,126.721535,2,8154,김포 풍년2단지영풍아파트
경기 고양시 일산동구 중산동 1717 센트럴 더 포레,37.682606,126.785233,2,8157,일산 하늘마을6단지휴먼시아
경기 남양주시 오남읍 오남리 744 한국아파트,37.694397,127.207832,2,8160,남양주 오남1차한국아파트
경기 의정부시 가능동 197-1 가능역,37.747906,127.044357,2,8167,가능역 2번출구 가능A
경기 파주시 문산읍 문산리 17-14 문산역,37.855747,126.787926,2,8169,문산역 1번출구
경기 고양시 일산동구 백석동 92 백마역,37.658428,126.794067,2,8170,백마역 2번출구
경기 남양주시 퇴계원읍 퇴계원리 218-142 퇴계원역,37.647907,127.143585,2,8172,퇴계원역 1번출구
경기 의정부시 신곡동 560,37.740215,127.05603,2,8202,롯데슈퍼 G신곡점
경기 파주시 와동동 1321 가람마을4단지 한양수자인,37.733574,126.75811,2,8203,파주 가람4단지한양수자인아파트
경기 수원시 팔달구 교동 98 공영주차장,37.273205,127.015343,2,8207,교동 공영주차장
"경기 남양주시 호평로45번길 16(호평동, 아리수)",37.656998,127.245583,2,8212,남양주 호평동
경기 안산시 상록구 사동 1271,37.295879,126.83551,2,8228,한양대학교C
경기 수원시 영통구 영통동 1025-1 보보스 스포렉스,37.249561,127.080795,2,8253,경희대 국제캠퍼스 앞
경기 수원시 영통구 이의동 산94-6 경기대학교,37.302773,127.034668,2,8320,경기대
경기 용인시 수지구 죽전동 1324 단대로데오타워,37.323532,127.124229,2,8321,단국대학교 앞
경기 용인시 기흥구 구갈동 578-3 구갈주차전용건물,37.272705,127.127228,2,8322,강남대역 앞
경기 안양시 만안구 안양동 400-10,37.38007,126.929245,2,8325,성결대학교C
경기 포천시 선단동 산11-1 대진대학교,37.870262,127.156815,2,8388,대진대학교
경기 안산시 단원구 고잔동 44-1,37.330597,126.840469,2,8394,서울예술대학교C
경기 안성시 석정동 63-1 한경대학교,37.012817,127.261879,2,8407,한경대학교(미래융합기술지원센터)C
경기 고양시 덕양구 행신동 776 예수인교회,37.618156,126.836227,2,8415,고양 예수인교회
경기 부천시 원미구 상동 402-1,37.49073,126.753616,2,8490,송내역 2번출구(대림아크로텔)
경기 화성시 봉담읍 와우리 1-2 수원대학교,37.212185,126.978592,2,8492,수원대학교 체대앞C
경기 용인시 수지구 풍덕천동 1104 용인수지 신정마을9단지,37.32019,127.092064,2,8522,신정마을용인수지9단지
경기 고양시 덕양구 행신동 905 햇빛마을21단지,37.627357,126.842194,2,8526,햇빛21단지 대우코오롱아파트
경기 수원시 권선구 고색동 979,37.240314,126.973831,2,8537,수원산업1단지
경기 김포시 마산동 639-8 은여울마을 경남아너스빌,37.638214,126.637833,2,8539,김포 은여울경남아너스빌
경기 고양시 일산동구 식사동 1531 스타타워,37.677929,126.812164,2,8542,동국대학교 일산위시티
경기 시흥시 대야동 528-3,37.442532,126.788956,2,8546,시흥시 복지로2공영주차장
경기 성남시 분당구 야탑동 341 성남(분당)여객자동차터미널,37.413158,127.127838,2,8555,성남종합버스터미널
경기 평택시 이충동 591-2 LIG아파트,37.063766,127.068802,2,8556,평택 이충 엘아이지아파트
경기 군포시 산본동 1231,37.358543,126.934067,2,8580,산본역 동관주차장
경기 화성시 병점동 846 태안프라자,37.21418,127.0439,2,8606,병점 태안프라자
경기 화성시 향남읍 행정리 486-4,37.129963,126.922737,2,8612,향남버스터미널 앞
경기 화성시 오산동 967-164 동탄역사,37.199471,127.096062,2,8626,동탄역SRT
경기 평택시 지제동 559-4,37.019245,127.069412,2,8628,지제역SRT
경기 고양시 일산동구 백석동 1309-1 효성레제스오피스텔,37.64135,126.786865,2,8635,백석역 효성레제스오피스텔
경기 수원시 영통구 이의동 1274,37.298325,127.043633,2,8662,광교1동 공영주차장
경기 수원시 영통구 이의동 1260-6,37.299061,127.044327,2,8663,광교대학로 공영주차장
경기 고양시 일산서구 대화동 2199,37.675163,126.750687,2,8680,대화역 6번출구(신동아노블타워)
경기 시흥시 정왕동 2325-15,37.351227,126.744324,2,8688,정왕역 환승주차장B
경기 남양주시 다산동 4056-1 도농역,37.60778,127.160423,2,8724,도농역 환승주차장
경기 광명시 소하동 1342-5,37.447632,126.882324,2,8749,광명 소하제2공영주차장
경기 성남시 분당구 판교동 595,37.390141,127.090645,2,8801,롯데슈퍼 판교점
경기 평택시 용이동 466-4,36.994213,127.136208,2,8808,평택대학교 앞
경기 용인시 기흥구 언남동 419-1,37.292385,127.121643,2,8809,롯데슈퍼 언남점
경기 의왕시 내손동 411-2 롯데슈퍼,37.390354,126.977112,2,8810,롯데슈퍼 G내손점
경기 용인시 처인구 김량장동 13,37.23056,127.210457,2,8815,롯데슈퍼 용인점
경기 시흥시 정왕동 1456,37.342113,126.750771,2,8829,시흥시 시화공고(정왕제2공영주차장)
경기 시흥시 정왕동 876-131,37.348156,126.750793,2,8830,시흥시 군서초등학교(정왕제4공영주차장)
경기 시흥시 거모동 1725-7,37.347569,126.784348,2,8835,시흥시 거모제1공영주차장
경기 군포시 산본동 1145-6 롯데 피트인 산본,37.357735,126.93074,2,8858,롯데피트인 산본점
경기 수원시 팔달구 우만동 146 송림빌딩,37.277691,127.035675,2,8860,동수원병원 옆
경기 시흥시 하중동 876,37.390312,126.80439,2,8868,시흥국민체육센터 옆(성마루공원공영주차장)
경기 구리시 수택동 424-21 은산빌딩,37.59779,127.142883,2,8894,구리수택동사거리
경기 광주시 초월읍 쌍동리 213-15 초월역사,37.373734,127.299294,2,8989,초월역(경강선) 2번출구
경기 성남시 중원구 성남동 2126 신한타워,37.43742,127.141869,2,9022,수진역 1번출구(수진역 환승주차장)
경기 평택시 서정동 159-100 서두물공영주차장,37.065044,127.061569,2,9050,평택 서두물공영주차장
경기 평택시 동삭동 658-5 서재 제2공영주차장,37.010201,127.094093,2,9053,평택 서재제2(공영주차장)
경기 평택시 비전동 273-6 매봉 공영주차장,36.996323,127.102516,2,9054,평택 매봉공영주차장
경기 광명시 소하동 1366,37.447651,126.893387,2,9099,광명 신촌휴먼시아2단지아파트
경기 안산시 상록구 사동 1250,37.299809,126.858017,2,9176,CU 안산사동센터점
경기 안산시 상록구 성포동 590,37.316662,126.847969,2,9201,안산버스터미널
경기 파주시 금촌동 329-355 금촌역,37.765221,126.7733,2,9204,금촌역 1번출구
경기 구리시 교문동 754-8,37.593857,127.131592,2,9234,교문 S-OIL
경기 부천시 심곡동 174-1,37.484879,126.782173,2,9269,부천역 3번출구(로얄쇼핑)
경기 부천시 도당동 43-3,37.51965,126.787575,2,9272,도당소공원사거리(은성프라자)
경기 안양시 동안구 관양동 1498-21 안양관양 행복주택,37.398262,126.975311,2,9273,안양 따복하우스(인덕원역4번)
경기 성남시 분당구 구미동 24-1 현대벤처빌오피스텔,37.34964,127.110359,2,9274,미금역 3번출구(현대벤처빌)
경기 시흥시 정왕동 1745-5,37.342884,126.735489,2,9279,시흥종합버스터미널 옆
경기 파주시 금촌동 42-10,37.764683,126.775749,2,9280,메가박스 파주금촌점 옆
경기 남양주시 와부읍 덕소리 590-17 덕소역,37.58736,127.208328,2,9286,덕소역 1번출구
경기 수원시 권선구 구운동 899-5,37.284016,126.97258,2,9302,서수원버스터미널 옆
경기 고양시 덕양구 원흥동 569-15 원흥역,37.650841,126.873512,2,9327,원흥역 6번출구
경기 고양시 덕양구 화정동 970-2 홀인원프라자빌딩,37.633556,126.831154,2,9355,화정역 2번출구
경기 수원시 영통구 이의동 1338 광교센트럴푸르지오시티,37.286297,127.05619,2,9370,롯데아울렛 광교점
경기 고양시 일산동구 장항동 734 삼라마이다스,37.663483,126.768494,2,9403,정발산역 2번출구(삼라마이다스3차)
경기 고양시 일산서구 대화동 2219,37.676304,126.746208,2,9405,대화역 3번출구
경기 수원시 장안구 율전동 99-9 GS칼텍스,37.302532,126.972687,2,9434,GS칼텍스 기분좋은
경기 수원시 영통구 영통동 981-2,37.245106,127.061996,2,9436,망포역 1번출구(더판타지움)
경기 동두천시 지행동 694 예일복합타워,37.893101,127.053223,2,9438,지행역 2번출구
경기 의정부시 민락동 815-1,37.74675,127.094551,2,9474,낙양물사랑공원 옆(미디어주차장)
경기 화성시 반월동 170-1,37.236156,127.060326,2,9477,이마트에브리데이 신영통점
경기 광주시 신현동 390-1,37.36623,127.160164,2,9479,이마트에브리데이 오포신현점
경기 부천시 원미구 심곡동 383-8,37.485981,126.78009,2,9487,부천역 3번출구(프리존 빌딩)
경기 시흥시 정왕동 1756 9호,37.344715,126.733536,2,9494,시흥 미관광장
경기 가평군 가평읍 달전리 405-15,37.816593,127.514404,2,9517,가평 메밀촌
경기 의정부시 녹양동 14-11,37.760826,127.042671,2,9539,녹양역 1번출구
경기 안양시 만안구 안양동 1388-1 디스퀘어큐브,37.396488,126.930244,2,9554,안양초등학교 옆
경기 평택시 합정동 829,36.988674,127.090416,2,9563,평택 합정주공아파트
경기 화성시 영천동 707-5,37.20499,127.115837,2,9572,동탄 덕회주차타워
경기 오산시 세교동 244-5 세마역,37.187626,127.042534,2,9573,세마역 1번출구
경기 광명시 일직동 380-10,37.413536,126.883339,2,9583,광명역KTX(D환승주차장)
경기 수원시 영통구 이의동 1284 수원광교 행복주택,37.294876,127.036949,2,9589,광교 따복하우스
경기 의정부시 용현동 556-1,37.736622,127.087814,2,9590,송산역 2번출구
경기 평택시 신장동 263-169 송탄역공영주차장,37.075127,127.054016,2,9593,송탄역 4번출구
경기 성남시 분당구 수내동 6-3 조이시티타워,37.37936,127.117104,2,9594,수내역 1번출구(서영빌딩)
경기 고양시 일산동구 장항동 1756 소노캄 고양 이스트타워,37.662025,126.750893,2,9598,소노캄호텔 고양점
경기 양평군 양평읍 양근리 130-37 양평역,37.493805,127.491783,2,9607,양평역(경의중앙선) 2번출구
경기 화성시 진안동 824-26,37.206413,127.033806,2,9608,병점역 1번출구(병점A주차장)
경기 김포시 구래동 6880-7 월드에비뉴주차빌딩,37.645725,126.627853,2,9610,이마트 김포한강점옆(월드에비뉴)
경기 평택시 서정동 427-53 서정리역,37.056408,127.053421,2,9638,서정리역 1번출구
경기 시흥시 정왕동 876-323,37.350605,126.741394,2,9710,정왕역 1번출구(진골감자탕)
경기 남양주시 평내동 660 평내호평역,37.653233,127.243896,2,9712,평내호평역 1번출구
경기 수원시 팔달구 인계동 1008-18,37.26453,127.02121,2,9713,권선초등학교 뒤
경기 곤지암읍 곤지암리 367-1 곤지암역사,37.3507,127.34552,2,9754,곤지암역(경강선) 1번출구
경기 파주시 동패동 1701,37.724903,126.718895,2,9766,파주 해돋이공원 옆(두손비채빌딩)
경기 파주시 야당동 1060,37.711437,126.760086,2,9767,야당역 1번출구
경기 남양주시 진접읍 금곡리 1082 랜드타워,37.712585,127.18792,2,9771,진접우체국 뒤(랜드타워)
경기 화성시 장지동 975 동탄2 롯데캐슬,37.158737,127.10936,2,9793,동탄 롯데캐슬아파트
경기 화성시 반월동 962 신동탄 롯데캐슬,37.227554,127.068626,2,9794,신동탄 롯데캐슬아파트
경기 김포시 운양동 1441 한강 롯데캐슬 22단지,37.644241,126.684181,2,9795,김포한강 롯데캐슬아파트
경기 광명시 소하동 1343-1,37.446617,126.881645,2,9815,광명 한라비발디큐브오피스텔
경기 양주시 광사동 654,37.795753,127.079735,2,9904,양주 드림월드타워
경기 용인시 수지구 동천동 371-5 동천코아프라자,37.340298,127.098648,2,9906,동천코아프라자
경기 하남시 학암동 671 플로리체 위례,37.474632,127.148697,2,9922,플로리체위례 아파트
경기 고양시 일산동구 중산동 1669-3,37.681534,126.778603,2,9925,롯데슈퍼 일산점
경기 고양시 일산서구 일산동 655-628,37.682186,126.770493,2,9940,일산역 환승주차장
경기 용인시 처인구 역북동 802,37.234962,127.188019,2,9943,롯데시네마 용인역북
경기 의왕시 포일동 660 포일프라임타워,37.396053,126.985733,2,9957,의왕 포일프라임
경기 화성시 능동 1065-1,37.219101,127.058456,2,9967,동탄헤리움오피스텔
경기 구리시 인창동 523-5,37.607624,127.134514,2,9969,건원초등학교 옆
경기 평택시 이충동 667 리치플러스,37.059784,127.06604,2,9985,평택 이충중학교 옆
경남 창원시 마산회원구 내서읍 삼계리 26-1,35.233212,128.503555,2,10000,롯데마트 삼계점 뒤편
경남 진주시 평거동 910,35.171154,128.060822,2,10016,평거휴먼시아3단지 옆
경남 양산시 물금읍 물금리 872-5,35.307869,128.987335,2,10025,물금역 앞
경남 밀양시 가곡동 442-11,35.473484,128.772537,2,10040,밀양역KTX
경남 김해시 부원동 615-5,35.22789,128.885803,2,10042,부원역 2번출구
경남 창원시 의창구 소계동 130-109,35.256668,128.606354,2,10184,창원역KTX
경남 거제시 고현동 961-57,34.889233,128.624725,2,10206,고현버스터미널
경남 거제시 아주동 1690-5,34.867226,128.689926,2,10207,아주비지니스호텔 앞
경남 창원시 의창구 봉곡동 32-12,35.244766,128.650406,2,10235,명곡지구대 옆
경남 김해시 진영읍 진영리 1613-5,35.307339,128.730438,2,10272,진영신도시
경남 양산시 물금읍 가촌리 1296-1,35.310593,129.005341,2,10317,양산세무서
경남 진주시 초전동 1636-4,35.207596,128.112915,2,10331,초전초등학교 앞
경남 양산시 물금읍 가촌리 1280-1,35.316601,129.003403,2,10407,반도유보라4차아파트 앞
경남 사천시 정동면 고읍리 562-1,35.076897,128.085297,2,10451,사천 엠컨벤션웨딩홀
경남 진주시 충무공동 279-3,35.176472,128.148148,2,10516,경남은행 진주영업부
경남 양산시 삼호동 1011,35.412868,129.166473,2,10603,롯데마트 웅상점
경남 사천시 벌리동 220-7,34.939445,128.082657,2,10608,삼천포터미널 뒤편
경남 김해시 내동 1117-1,35.235569,128.86615,2,10812,내외119안전센터 뒤
경남 통영시 광도면 죽림리 1566-2,34.886021,128.417084,2,10813,이마트 통영점
경남 김해시 율하동 1353,35.172211,128.815643,2,10849,포크밸리 율하점
경남 창원시 마산회원구 양덕동 153-36,35.22187,128.588181,2,10974,마산고속버스터미널 옆
경남 창원시 성산구 상남동 73-1,35.221272,128.680069,2,11033,우리은행 창원금융센터
경남 양산시 중부동 686-7,35.337944,129.027466,2,11034,양산역 4번출구
경남 창원시 진해구 석동 543-34,35.158688,128.696777,2,11035,롯데시네마 진해점
경남 진주시 충무공동 282-5,35.175335,128.148392,2,11096,세븐일레븐 진주혁신희망점
경남 창원시 마산합포구 교방동 375-10,35.21384,128.56662,2,11099,교방동 행정복지센터 옆
경남 김해시 부곡동 801-11,35.208542,128.799423,2,11146,나우마트 장유점
경남 김해시 전하동 30-3,35.225864,128.873703,2,11266,봉황역 1번출구
경남 김해시 삼정동 590-3,35.230904,128.894974,2,11270,유한미소안아파트 옆
경남 거제시 고현동 967-10,34.890388,128.619614,2,11295,거제한전 옆
경남 창원시 성산구 상남동 77-4,35.222721,128.681274,2,11354,CGV 창원상남(EV)
경남 창원시 의창구 중동 784-1,35.256741,128.625168,2,11355,유니시티 어반브릭스
경남 진주시 가좌동 860-4,35.158184,128.105225,2,11421,가좌길 노상공영주차장
경남 창원시 의창구 서상동 695-3,35.256554,128.621719,2,11518,창원과학고등학교 옆
경남 남해군 남해읍 북변리 316-3,34.841602,127.898468,2,11530,남해시외버스터미널
경남 진주시 수정동 39-15,35.197361,128.084473,2,11548,갤러리아백화점 진주점 앞
경남 창원시 성산구 상남동 38-6,35.21883,128.682297,2,11549,시립상남동어린이집 옆
경남 통영시 봉평동 446-17,34.832584,128.414063,2,11551,탑마트 통영점
경남 사천시 사천읍 구암리 1694,35.092842,128.08905,2,11665,사천공항 앞
경남 진주시 평거동 821,35.166409,128.058014,2,11666,진주원예농협 평거지점 옆
경남 김해시 대청동 315-2,35.19257,128.803619,2,11669,롯데마트 장유점 앞
경남 창원시 의창구 팔용동 31-3,35.234543,128.64296,2,11682,팔룡동 공영주차빌딩
경남 창원시 의창구 용동 626-12,35.240917,128.702194,2,11684,창원중앙역KTX
경남 김해시 관동동 1056-2,35.175415,128.805817,2,11692,율곡마을 세영리첼아파트 뒤
경남 양산시 삼호동 1006-3,35.414341,129.168655,2,11713,올리브영 양산서창점 뒤
경남 창원시 성산구 남산동 601-4,35.201744,128.697052,2,11730,CU 창원남산점
경남 김해시 진영읍 여래리 968-3,35.307014,128.736923,2,11867,우리마트 진영점 앞
경남 진주시 상대동 297-4,35.179142,128.10556,2,12047,새진주신협 본점 옆
경남 창원시 진해구 인사동 2-1,35.149639,128.666504,2,12133,충무동 공영주차장
경남 창원시 진해구 석동 142-5,35.152012,128.70343,2,12137,진해석동주공아파트 앞
경남 창원시 의창구 사림동 166-8,35.239216,128.70134,2,12243,롯데렌탈 창원지점(B)
경남 창원시 진해구 용원동 1342-3,35.088352,128.816452,2,12273,웅동농협 안골포지점
경남 김해시 삼계동 1461-2,35.262959,128.871201,2,12274,가야아이파크4단지 앞
경남 진주시 신안동 882,35.18235,128.065674,2,12299,창원지방법원 진주지원 옆
경남 창원시 진해구 용원동 1219-1,35.100227,128.814392,2,12301,용원동 공영주차빌딩
경남 창원시 마산회원구 양덕동 150-19,35.222786,128.587082,2,12334,마산고속버스터미널 앞
경남 양산시 덕계동 737-4,35.37318,129.150681,2,12363,메가마트 덕계점
경남 진주시 가좌동 73-2,35.151596,128.119141,2,12388,진주역KTX(EV)
경남 밀양시 삼문동 727-4,35.483864,128.747711,2,12395,삼문공영주차타워
경남 창원시 의창구 사림동 162-3,35.23838,128.697342,2,12413,창원 센트럴애비뉴오피스텔
경남 창원시 진해구 석동 140,35.152676,128.705246,2,12498,석동 공영주차빌딩
경남 김해시 내동 1131-4,35.242294,128.868057,2,12511,CGV 김해
경남 김해시 부원동 854-2,35.229969,128.88176,2,12526,다이소 김해부원점 앞
경남 김해시 외동 886,35.232468,128.84993,2,12527,이진캐스빌2차아파트 앞
경남 진주시 가좌동 2068-1,35.15443,128.118286,2,12566,롯데렌탈 진주지점(B)
경남 창원시 의창구 팔용동 35-8,35.236244,128.640244,2,12669,창원종합버스터미널 공영주차장
경남 진주시 칠암동 486-1,35.17799,128.092041,2,12761,진주고려병원 주차빌딩
경남 진주시 충무공동 35,35.180191,128.139847,2,12771,롯데몰 진주점
경남 창원시 성산구 상남동 11-4,35.221981,128.685867,2,1944,상남시장 사거리
경남 창원시 성산구 반림동 15,35.23455,128.669357,2,1970,창원 스포츠파크
경남 진주시 상대동 291-22,35.179661,128.105072,2,1971,진주시청 사거리
경남 진주시 상대2동 197-18,35.185711,128.11763,2,2599,롯데하이마트 도동점
경남 창원시 마산합포구 신포동1가 42,35.195755,128.570374,2,2601,롯데하이마트 합포점
경남 진주시 가좌동 483-1,35.152897,128.107056,2,6038,경상대학교 앞
경남 창원시 마산회원구 합성동 161-8,35.240349,128.585083,2,6063,마산시외버스터미널 옆
경남 창원시 마산합포구 중성동 72-1,35.2085,128.574814,2,6089,창동사거리
경남 창원시 성산구 상남동 25,35.221493,128.682358,2,6090,상남시장 입구
경남 창원시 성산구 상남동 35-6,35.219662,128.683197,2,6247,상남오거리
경남 거제시 고현동 82-28,34.885616,128.625732,2,7335,고현사거리 앞
경남 창원시 진해구 자은동 924-2,35.148685,128.705887,2,7520,GS슈퍼마켓 진해자은점
경남 창원시 진해구 여좌동 761-46,35.152981,128.662491,2,7522,GS슈퍼마켓 진해여좌점
경남 창원시 성산구 대방동 363-2,35.208683,128.707977,2,7525,GS슈퍼마켓 대방점
경남 창원시 마산합포구 해운동 5-119,35.179501,128.560745,2,7527,GS슈퍼마켓 마산점
경남 창원시 마산합포구 창포동3가 8-1,35.181305,128.560791,2,7550,롯데마트 마산점
경남 창원시 성산구 중앙동 96-3,35.223137,128.678497,2,7568,창원중앙(라큐비 오피스텔)
경남 김해시 외동 1253-1,35.233341,128.865662,2,7592,내외동 주민센터 옆
서울 노원구 중계동 597 경남아너스빌,37.662262,127.076859,2,7743,중계 경남아너스빌
경남 창원시 마산회원구 구암동 90-11,35.250519,128.599091,2,8073,GS칼텍스 신진
경남 김해시 어방동 521-8,35.245544,128.904694,2,8280,인제대학교 앞C
경남 진주시 가좌동 900,35.151707,128.101822,2,8317,경상대학교 가좌캠퍼스 남문C
경남 진주시 가좌동 900,35.15377,128.100677,2,8318,경상대학교 대경학술관C
경기 김포시 마산동 639-8 은여울마을 경남아너스빌,37.638214,126.637833,2,8539,김포 은여울경남아너스빌
경남 양산시 중부동 690-1,35.336658,129.028931,2,8585,중부119안전센터 앞
경남 진주시 상대동 181-1,35.18758,128.117752,2,8737,홈플러스 진주점
경남 양산시 물금읍 범어리 2826,35.325432,129.019516,2,8805,남양산역 3번출구
경남 창원시 마산합포구 오동동 319,35.20446,128.581802,2,8879,GS칼텍스 마산월드
경남 김해시 부곡동 1157-7,35.202694,128.806931,2,8949,장유 건강지원센터 옆
경남 진주시 칠암동 490-2,35.178562,128.093903,2,9028,진주고속버스터미널 옆C
경남 통영시 무전동 989-7,34.8573,128.428787,2,9217,해동 S-OIL
경남 창원시 마산회원구 석전동 225-9,35.23547,128.579742,2,9431,마산역 옆
경남 창원시 마산회원구 합성동 126-4,35.237446,128.582397,2,9444,CGV 마산점
경남 통영시 광도면 죽림리 1570-9,34.885494,128.418365,2,9449,통영종합버스터미널 앞
경남 김해시 구산동 440-8,35.249237,128.873718,2,9485,구산육거리
경남 창원시 성산구 상남동 73-6,35.220036,128.678894,2,9488,NH농협은행 창원시지부
경남 창원시 마산회원구 합성동 974-1,35.235416,128.577179,2,9584,마산역KTX
경남 창원시 성산구 상남동 80,35.224522,128.683289,2,9711,롯데백화점 창원점
경남 창원시 마산합포구 월남동5가 8,35.181252,128.558304,2,9838,월영마크리움
경남 양산시 물금읍 범어리 2711-9,35.327831,129.01535,2,9917,양산우미린아파트 앞
경남 거제시 옥포동 1915-1,34.891884,128.695847,2,9995,거제 옥포항
경남 거제시 장평동 140,34.887207,128.608475,2,9996,덕산아내2차아파트 앞
경북 구미시 진평동 107-1,36.095341,128.425858,2,10138,구미 진평파출소 옆
경북 경산시 대동 214-1,35.837246,128.755463,2,10185,영남대학교 박물관 앞
경북 경산시 삼풍동 300,35.825241,128.753189,2,10186,영남대학교 기계관 교외주차장
경북 구미시 옥계동 840,36.137268,128.419693,2,10268,구미 옥계동(경복프라자 주차장)
경북 안동시 옥동 639-6,36.562595,128.703873,2,10299,안동 옥동사거리
경북 칠곡군 왜관읍 왜관리 191-25,35.996552,128.39888,2,10300,왜관 북부버스정류장 앞
경북 상주시 서성동 56-8,36.419125,128.159912,2,10445,상주소방서 옆(삼백타워 주차장)
경북 김천시 평화동 264-145,36.122417,128.116211,2,10489,김천역
경북 경산시 압량읍 신대리 471,35.841282,128.763718,2,10502,경산 신대부적지구
경북 포항시 남구 효자동 595-9,36.00536,129.338959,2,10619,포항 효자초등학교 옆
경북 경주시 서부동 4-1,35.849339,129.207413,2,10643,경주 경북남부보훈지청 옆
경북 영주시 휴천동 320-5,36.810539,128.623215,2,10678,영주역(코레일패키지)
경북 포항시 남구 오천읍 원리 914-4,35.967987,129.403641,2,10725,포항 원동부영사랑으로1차 옆
경북 경산시 계양동 732,35.83284,128.742538,2,10810,임당역 4번출구
경북 김천시 신음동 470,36.135929,128.117828,2,10894,롯데마트 김천점
경북 칠곡군 왜관읍 왜관리 779-2,35.984119,128.397659,2,10902,왜관우방타운 옆(카카오T왜관점)
경북 안동시 송천동 366-3,36.544231,128.794174,2,10936,안동대학교 원룸촌(한그늘)
경북 포항시 남구 이동 664-19,36.026119,129.341339,2,10943,포항 이동(이동 주차장)
경북 문경시 모전동 120-3,36.585693,128.1931,2,11080,점촌터미널(제1공영주차장)
경북 예천군 호명면 산합리 1411,36.575649,128.489212,2,11171,예천군 제1공영주차장
경북 안동시 풍천면 갈전리 1293,36.574562,128.4944,2,11172,메가박스 경북도청점 앞
경북 포항시 북구 양덕동 1905,36.081528,129.406021,2,11173,포항 양덕체육공원 옆
경북 포항시 북구 장성동 855-5,36.071487,129.378372,2,11190,유니클로 포항 장성점
경북 칠곡군 석적읍 중리 192-4,36.075382,128.411743,2,11394,칠곡군 석적읍(SS식자재)
경북 영주시 풍기읍 산법리 628,36.882404,128.528687,2,11467,CU 풍기동양대원룸점
경북 문경시 점촌동 272-36,36.594269,128.200333,2,11499,GS슈퍼마켓 문경점
경북 포항시 북구 양덕동 1696,36.082119,129.401505,2,11500,GS슈퍼마켓 포항양덕점
경북 포항시 북구 상원동 449-20,36.038055,129.365967,2,11521,신한은행 포항점
경북 영주시 휴천동 317-8,36.810757,128.622223,2,11573,영주 휴천2동 공영주차장
경북 포항시 북구 대흥동 612-6,36.036278,129.361023,2,11577,구 포항역(우리역 주차장)
